Word,Freq_CSAT,LogE_Freq_CSAT,Log10_Freq_CSAT,Length,Freq_HAL,Log_Freq_HAL,SUBTLWF,LgSUBTLWF,Ortho_N,OLD,OLDF
giving,7,1.9459101490553132,0.9030899869919435,6,44099,10.694,110.06,3.749,3,1.85,7.855
harder,7,1.9459101490553132,0.9030899869919435,6,17821,9.788,30.27,3.189,3,1.85,7.162
finish,7,1.9459101490553132,0.9030899869919435,6,18398,9.82,98.92,3.703,0,1.9,7.303
forever,7,1.9459101490553132,0.9030899869919435,7,20701,9.938,88.8,3.656,0,2.6,7.395
watching,7,1.9459101490553132,0.9030899869919435,8,29939,10.307,99.63,3.706,3,1.9,6.912
wishes,7,1.9459101490553132,0.9030899869919435,6,14513,9.583,18.43,2.974,4,1.8,6.933
lose,7,1.9459101490553132,0.9030899869919435,4,38347,10.554,164.35,3.923,14,1.05,8.309
wrong,7,1.9459101490553132,0.9030899869919435,5,138848,11.841,523.1,4.426,2,1.85,7.865
condition,7,1.9459101490553132,0.9030899869919435,9,70143,11.158,37.96,3.287,0,2.4,6.696
showed,7,1.9459101490553132,0.9030899869919435,6,22575,10.025,47.55,3.385,5,1.75,6.95
costs,7,1.9459101490553132,0.9030899869919435,5,45881,10.734,15.78,2.906,6,1.6,7.494
plays,7,1.9459101490553132,0.9030899869919435,5,19267,9.866,29.82,3.182,1,1.8,8.015
prize,7,1.9459101490553132,0.9030899869919435,5,8217,9.014,22.39,3.058,3,1.75,7.719
immediately,7,1.9459101490553132,0.9030899869919435,11,40875,10.618,47.96,3.389,0,4.55,5.669
responsible,7,1.9459101490553132,0.9030899869919435,11,47150,10.761,45.06,3.361,1,3.55,7.413
worry,6,1.791759469228055,0.8450980400142568,5,27060,10.206,287.02,4.165,3,1.85,8.037
correct,6,1.791759469228055,0.8450980400142568,7,77798,11.262,44.94,3.36,0,2.5,7.22
appear,6,1.791759469228055,0.8450980400142568,6,46487,10.747,23.37,3.077,1,2.3,7.414
served,6,1.791759469228055,0.8450980400142568,6,17730,9.783,19.75,3.003,2,1.8,7.246
sun,6,1.791759469228055,0.8450980400142568,3,74083,11.213,69.67,3.551,15,1.0,8.649
sky,6,1.791759469228055,0.8450980400142568,3,19795,9.893,44.8,3.359,7,1.65,8.935
vision,6,1.791759469228055,0.8450980400142568,6,20427,9.925,23.88,3.086,0,2.0,7.727
fill,6,1.791759469228055,0.8450980400142568,4,26443,10.183,43.94,3.351,15,1.05,8.132
seeking,6,1.791759469228055,0.8450980400142568,7,25347,10.14,5.65,2.461,4,1.75,7.01
kept,6,1.791759469228055,0.8450980400142568,4,38548,10.56,89.39,3.659,2,1.9,8.563
consequently,6,1.791759469228055,0.8450980400142568,12,3930,8.276,0.98,1.708,0,4.0,6.359
source,6,1.791759469228055,0.8450980400142568,6,186065,12.134,28.18,3.158,0,1.95,7.671
diverse,6,1.791759469228055,0.8450980400142568,7,6574,8.791,0.76,1.602,1,1.9,7.448
balanced,6,1.791759469228055,0.8450980400142568,8,10049,9.215,2.37,2.086,1,2.65,6.52
native,6,1.791759469228055,0.8450980400142568,6,27377,10.217,8.25,2.625,0,2.1,7.504
won,6,1.791759469228055,0.8450980400142568,3,27563,10.224,759.39,4.588,11,1.3,9.258
bill,6,1.791759469228055,0.8450980400142568,4,116919,11.669,118.45,3.781,16,1.05,8.124
department,6,1.791759469228055,0.8450980400142568,10,71480,11.177,63.84,3.513,1,2.8,6.218
ordinary,6,1.791759469228055,0.8450980400142568,8,11769,9.373,19.08,2.989,0,3.0,6.358
add,6,1.791759469228055,0.8450980400142568,3,113856,11.643,33.06,3.227,6,1.6,9.157
ahead,6,1.791759469228055,0.8450980400142568,5,25862,10.161,198.33,4.005,0,1.95,8.417
low,6,1.791759469228055,0.8450980400142568,3,86110,11.363,59.14,3.48,16,1.0,8.985
rewards,6,1.791759469228055,0.8450980400142568,7,3213,8.075,2.04,2.021,1,2.0,7.48
relax,6,1.791759469228055,0.8450980400142568,5,5905,8.684,96.78,3.693,1,1.95,7.668
deep,6,1.791759469228055,0.8450980400142568,4,42695,10.662,76.39,3.591,9,1.5,8.328
library,6,1.791759469228055,0.8450980400142568,7,113025,11.635,22.94,3.069,0,2.9,7.435
fair,6,1.791759469228055,0.8450980400142568,4,45321,10.722,94.75,3.684,5,1.45,8.301
accurate,6,1.791759469228055,0.8450980400142568,8,21492,9.975,7.84,2.603,0,2.75,5.787
solution,6,1.791759469228055,0.8450980400142568,8,52273,10.864,15.82,2.907,0,2.45,7.269
trade,6,1.791759469228055,0.8450980400142568,5,76384,11.244,35.2,3.254,2,1.7,7.645
skin,6,1.791759469228055,0.8450980400142568,4,24973,10.126,44.04,3.352,8,1.35,8.366
clearly,6,1.791759469228055,0.8450980400142568,7,38947,10.57,29.98,3.185,1,2.2,7.372
spring,6,1.791759469228055,0.8450980400142568,6,26152,10.172,31.31,3.204,5,1.55,7.334
affect,6,1.791759469228055,0.8450980400142568,6,18690,9.836,11.14,2.755,1,2.45,7.88
desk,6,1.791759469228055,0.8450980400142568,4,13624,9.52,43.9,3.35,3,1.8,8.367
winner,6,1.791759469228055,0.8450980400142568,6,11890,9.383,31.22,3.202,5,1.65,6.79
stopped,6,1.791759469228055,0.8450980400142568,7,26232,10.175,75.37,3.585,5,1.65,6.397
safety,6,1.791759469228055,0.8450980400142568,6,23660,10.072,32.33,3.217,1,2.45,6.922
climate,6,1.791759469228055,0.8450980400142568,7,6910,8.841,3.53,2.258,0,2.45,6.622
cell,6,1.791759469228055,0.8450980400142568,4,16077,9.685,54.35,3.443,11,1.35,8.483
model,6,1.791759469228055,0.8450980400142568,5,66839,11.11,32.06,3.214,5,1.65,7.545
measure,6,1.791759469228055,0.8450980400142568,7,19777,9.892,10.53,2.731,0,2.3,7.548
brother,6,1.791759469228055,0.8450980400142568,7,23702,10.073,283.94,4.161,1,1.9,6.782
proper,6,1.791759469228055,0.8450980400142568,6,31703,10.364,25.27,3.111,1,1.9,7.248
expectations,6,1.791759469228055,0.8450980400142568,12,5467,8.606,5.25,2.43,0,3.5,5.838
collection,6,1.791759469228055,0.8450980400142568,10,40166,10.601,18.16,2.967,0,2.4,7.754
included,6,1.791759469228055,0.8450980400142568,8,69433,11.148,7.49,2.583,1,2.45,6.785
wear,6,1.791759469228055,0.8450980400142568,4,31161,10.347,109.33,3.746,14,1.05,8.624
mental,6,1.791759469228055,0.8450980400142568,6,18663,9.834,19.65,3.001,3,1.8,6.797
box,6,1.791759469228055,0.8450980400142568,3,171530,12.053,89.75,3.661,10,1.4,9.003
exactly,6,1.791759469228055,0.8450980400142568,7,75519,11.232,247.2,4.101,0,2.85,6.788
delight,6,1.791759469228055,0.8450980400142568,7,3207,8.073,5.65,2.461,0,2.25,7.423
plastic,6,1.791759469228055,0.8450980400142568,7,26405,10.181,18.76,2.981,1,2.55,7.028
advertising,6,1.791759469228055,0.8450980400142568,11,21735,9.987,7.43,2.58,0,3.6,6.644
remain,6,1.791759469228055,0.8450980400142568,6,24587,10.11,33.22,3.229,2,1.85,7.4
purposes,6,1.791759469228055,0.8450980400142568,8,23468,10.063,5.14,2.42,1,2.5,6.703
rise,6,1.791759469228055,0.8450980400142568,4,14753,9.599,27.43,3.146,12,1.1,8.39
driven,6,1.791759469228055,0.8450980400142568,6,10405,9.25,10.27,2.72,3,1.8,8.021
laughter,6,1.791759469228055,0.8450980400142568,8,5098,8.537,13.8,2.848,1,2.6,7.217
appeal,6,1.791759469228055,0.8450980400142568,6,11721,9.369,13.0,2.822,1,2.4,7.44
recognized,6,1.791759469228055,0.8450980400142568,10,16583,9.716,8.98,2.662,1,3.2,5.959
biggest,6,1.791759469228055,0.8450980400142568,7,17942,9.795,40.88,3.319,0,2.7,6.377
otherwise,6,1.791759469228055,0.8450980400142568,9,68136,11.129,41.55,3.326,0,3.9,7.273
periods,6,1.791759469228055,0.8450980400142568,7,8213,9.013,1.98,2.009,0,2.65,7.28
profit,6,1.791759469228055,0.8450980400142568,6,19954,9.901,10.96,2.748,0,2.55,7.531
kinds,6,1.791759469228055,0.8450980400142568,5,20788,9.942,21.98,3.05,5,1.65,7.94
largest,6,1.791759469228055,0.8450980400142568,7,19979,9.902,7.88,2.605,0,2.35,6.904
none,6,1.791759469228055,0.8450980400142568,4,90590,11.414,110.61,3.751,13,1.3,8.449
piece,6,1.791759469228055,0.8450980400142568,5,46129,10.739,124.49,3.803,1,1.8,7.942
apologize,6,1.791759469228055,0.8450980400142568,9,10435,9.253,49.37,3.401,0,3.4,5.141
happened,6,1.791759469228055,0.8450980400142568,8,56714,10.946,490.08,4.398,0,2.55,6.217
foods,6,1.791759469228055,0.8450980400142568,5,8042,8.992,3.02,2.19,7,1.55,7.551
qualities,6,1.791759469228055,0.8450980400142568,9,5101,8.537,4.92,2.401,2,2.65,6.407
college,6,1.791759469228055,0.8450980400142568,7,77818,11.262,85.18,3.638,1,2.3,6.866
historical,6,1.791759469228055,0.8450980400142568,10,19495,9.878,5.27,2.431,0,3.2,6.669
bit,6,1.791759469228055,0.8450980400142568,3,159206,11.978,235.04,4.079,16,1.0,10.023
asked,6,1.791759469228055,0.8450980400142568,5,102158,11.534,216.25,4.043,1,1.85,7.276
son,6,1.791759469228055,0.8450980400142568,3,43980,10.691,410.76,4.321,15,1.0,9.323
edge,6,1.791759469228055,0.8450980400142568,4,37877,10.542,23.51,3.079,1,1.7,7.89
belief,6,1.791759469228055,0.8450980400142568,6,19406,9.873,7.61,2.59,1,2.35,7.119
desire,6,1.791759469228055,0.8450980400142568,6,23188,10.051,20.27,3.015,0,1.9,7.804
possibly,6,1.791759469228055,0.8450980400142568,8,40285,10.604,48.9,3.397,1,3.1,6.321
objective,6,1.791759469228055,0.8450980400142568,9,14818,9.604,7.04,2.556,0,2.65,7.699
economy,6,1.791759469228055,0.8450980400142568,7,21828,9.991,5.8,2.473,0,2.9,7.265
hidden,6,1.791759469228055,0.8450980400142568,6,18294,9.814,21.27,3.036,1,2.25,6.982
cut,6,1.791759469228055,0.8450980400142568,3,99104,11.504,229.76,4.069,13,1.15,8.61
ball,6,1.791759469228055,0.8450980400142568,4,38502,10.558,104.96,3.729,19,1.0,8.413
mathematics,6,1.791759469228055,0.8450980400142568,11,11777,9.374,3.06,2.196,0,4.15,6.131
measured,6,1.791759469228055,0.8450980400142568,8,8137,9.004,2.82,2.161,1,2.5,6.833
inspiration,6,1.791759469228055,0.8450980400142568,11,3167,8.061,7.1,2.56,0,2.7,6.672
devices,6,1.791759469228055,0.8450980400142568,7,25181,10.134,3.69,2.276,0,2.1,7.128
wood,6,1.791759469228055,0.8450980400142568,4,24035,10.087,27.0,3.139,7,1.45,8.528
blood,6,1.791759469228055,0.8450980400142568,5,51801,10.855,186.12,3.977,4,1.7,7.884
daily,6,1.791759469228055,0.8450980400142568,5,39093,10.574,15.63,2.902,5,1.75,7.287
express,6,1.791759469228055,0.8450980400142568,7,25308,10.139,17.92,2.961,1,2.3,7.303
revolution,6,1.791759469228055,0.8450980400142568,10,13497,9.51,12.33,2.799,2,2.35,6.497
asking,6,1.791759469228055,0.8450980400142568,6,55492,10.924,128.35,3.816,0,1.9,7.476
warm,6,1.791759469228055,0.8450980400142568,4,21018,9.953,52.14,3.425,10,1.3,8.491
run,6,1.791759469228055,0.8450980400142568,3,223338,12.316,350.55,4.252,15,1.0,8.299
caused,6,1.791759469228055,0.8450980400142568,6,30419,10.323,25.84,3.12,2,1.8,7.2
survive,6,1.791759469228055,0.8450980400142568,7,13504,9.511,30.14,3.187,0,2.4,7.379
ends,6,1.791759469228055,0.8450980400142568,4,27525,10.223,30.65,3.194,0,1.75,8.054
birth,6,1.791759469228055,0.8450980400142568,5,23367,10.059,27.55,3.148,4,1.75,8.423
maintain,6,1.791759469228055,0.8450980400142568,8,27327,10.216,12.96,2.821,0,2.75,7.272
absolutely,6,1.791759469228055,0.8450980400142568,10,36965,10.518,113.12,3.761,0,3.85,6.075
ones,6,1.791759469228055,0.8450980400142568,4,82907,11.325,101.51,3.714,3,1.55,7.991
labor,6,1.791759469228055,0.8450980400142568,5,18853,9.844,12.18,2.794,0,1.95,7.508
black,6,1.791759469228055,0.8450980400142568,5,160756,11.988,167.94,3.933,4,1.65,7.659
mirror,6,1.791759469228055,0.8450980400142568,6,27107,10.208,24.18,3.091,0,2.5,7.3
race,6,1.791759469228055,0.8450980400142568,4,46405,10.745,61.9,3.499,14,1.0,8.477
fee,6,1.791759469228055,0.8450980400142568,3,27166,10.21,9.69,2.695,10,1.2,8.92
types,6,1.791759469228055,0.8450980400142568,5,45567,10.727,9.39,2.681,2,1.85,7.947
seemed,6,1.791759469228055,0.8450980400142568,6,37953,10.544,54.25,3.442,2,1.9,6.185
harmful,6,1.791759469228055,0.8450980400142568,7,4590,8.432,1.29,1.826,0,2.65,6.031
advance,6,1.791759469228055,0.8450980400142568,7,79091,11.278,15.98,2.912,0,2.6,7.324
ocean,6,1.791759469228055,0.8450980400142568,5,11050,9.31,30.29,3.189,0,1.95,8.484
players,6,1.791759469228055,0.8450980400142568,7,60398,11.009,17.16,2.942,1,1.85,8.074
touch,6,1.791759469228055,0.8450980400142568,5,34803,10.457,147.73,3.877,4,1.7,7.6
causes,6,1.791759469228055,0.8450980400142568,6,24441,10.104,9.92,2.705,2,1.75,7.316
accept,6,1.791759469228055,0.8450980400142568,6,49430,10.808,52.78,3.43,1,2.35,7.502
opinion,6,1.791759469228055,0.8450980400142568,7,68760,11.138,42.0,3.331,0,2.7,7.429
hence,6,1.791759469228055,0.8450980400142568,5,20117,9.909,4.84,2.394,2,1.8,7.799
significant,6,1.791759469228055,0.8450980400142568,11,32223,10.38,6.49,2.521,0,4.0,5.983
direction,6,1.791759469228055,0.8450980400142568,9,30901,10.339,24.08,3.09,0,2.3,7.56
indicate,6,1.791759469228055,0.8450980400142568,8,22492,10.021,8.33,2.629,0,2.1,6.531
poor,6,1.791759469228055,0.8450980400142568,4,53482,10.887,129.08,3.818,8,1.6,8.17
truth,6,1.791759469228055,0.8450980400142568,5,52771,10.874,192.18,3.991,0,1.9,7.287
representation,6,1.791759469228055,0.8450980400142568,14,8759,9.078,2.49,2.107,0,3.55,6.626
efficiently,6,1.791759469228055,0.8450980400142568,11,3429,8.14,0.65,1.532,0,3.85,6.887
shown,6,1.791759469228055,0.8450980400142568,5,31872,10.369,14.18,2.86,4,1.7,8.211
architecture,6,1.791759469228055,0.8450980400142568,12,18428,9.822,3.18,2.212,0,4.9,6.613
progress,6,1.791759469228055,0.8450980400142568,8,20169,9.912,21.25,3.035,0,2.6,7.146
died,6,1.791759469228055,0.8450980400142568,4,28767,10.267,157.22,3.904,8,1.35,7.888
date,6,1.791759469228055,0.8450980400142568,4,136274,11.822,141.53,3.858,17,1.0,8.709
photographs,6,1.791759469228055,0.8450980400142568,11,5529,8.618,9.78,2.699,2,2.85,6.13
structure,6,1.791759469228055,0.8450980400142568,9,29885,10.305,10.18,2.716,1,2.75,7.022
glass,6,1.791759469228055,0.8450980400142568,5,20768,9.941,60.71,3.491,3,1.75,7.498
adults,6,1.791759469228055,0.8450980400142568,6,11743,9.371,9.57,2.689,0,2.3,6.978
fully,6,1.791759469228055,0.8450980400142568,5,35053,10.465,17.25,2.945,6,1.6,7.026
rights,6,1.791759469228055,0.8450980400142568,6,92824,11.438,29.61,3.179,4,1.75,8.35
medical,6,1.791759469228055,0.8450980400142568,7,53004,10.878,54.39,3.443,0,1.95,6.96
surprised,6,1.791759469228055,0.8450980400142568,9,22369,10.015,55.06,3.449,1,2.7,6.739
perception,6,1.791759469228055,0.8450980400142568,10,7178,8.879,3.53,2.258,0,2.6,7.115
worth,6,1.791759469228055,0.8450980400142568,5,81429,11.307,109.2,3.746,2,1.8,8.748
mom,6,1.791759469228055,0.8450980400142568,3,15795,9.667,430.39,4.341,6,1.7,9.092
association,6,1.791759469228055,0.8450980400142568,11,34963,10.462,8.12,2.618,0,3.3,6.324
bottom,6,1.791759469228055,0.8450980400142568,6,43483,10.68,49.92,3.406,0,2.35,7.135
overcome,6,1.791759469228055,0.8450980400142568,8,7196,8.881,6.2,2.501,1,2.5,5.573
peace,6,1.791759469228055,0.8450980400142568,5,40408,10.607,69.61,3.55,3,1.8,7.791
dear,6,1.791759469228055,0.8450980400142568,4,29554,10.294,223.43,4.057,16,1.1,8.368
movies,6,1.791759469228055,0.8450980400142568,6,30450,10.324,46.0,3.37,0,1.9,7.261
frequently,6,1.791759469228055,0.8450980400142568,10,33715,10.426,3.27,2.225,0,3.55,7.196
researchers,6,1.791759469228055,0.8450980400142568,11,9033,9.109,1.12,1.763,0,3.75,6.212
mean,6,1.791759469228055,0.8450980400142568,4,151693,11.93,1243.98,4.802,9,1.35,8.704
remarkable,6,1.791759469228055,0.8450980400142568,10,4257,8.356,12.57,2.808,1,3.3,6.144
achievements,6,1.791759469228055,0.8450980400142568,12,2085,7.643,1.08,1.748,0,4.7,6.621
generally,6,1.791759469228055,0.8450980400142568,9,49991,10.82,8.31,2.628,0,2.95,7.207
faces,6,1.791759469228055,0.8450980400142568,5,9384,9.147,26.73,3.135,8,1.4,7.608
suffer,6,1.791759469228055,0.8450980400142568,6,11675,9.365,22.51,3.06,3,1.75,6.785
crisis,6,1.791759469228055,0.8450980400142568,6,13610,9.519,16.65,2.929,1,2.0,7.258
influence,6,1.791759469228055,0.8450980400142568,9,19809,9.894,14.78,2.878,0,2.65,6.17
unique,6,1.791759469228055,0.8450980400142568,6,24825,10.12,13.65,2.843,0,2.65,6.915
position,6,1.791759469228055,0.8450980400142568,8,144944,11.884,72.08,3.566,1,2.25,7.268
published,6,1.791759469228055,0.8450980400142568,9,49961,10.819,7.2,2.566,2,2.55,7.08
rural,6,1.791759469228055,0.8450980400142568,5,6485,8.777,1.16,1.778,2,1.9,7.382
passing,6,1.791759469228055,0.8450980400142568,7,15708,9.662,25.98,3.123,5,1.75,7.102
clothes,6,1.791759469228055,0.8450980400142568,7,14338,9.571,101.14,3.713,1,2.35,6.907
seats,6,1.791759469228055,0.8450980400142568,5,8373,9.033,21.76,3.046,12,1.25,7.641
communities,6,1.791759469228055,0.8450980400142568,11,9568,9.166,1.33,1.839,0,3.55,6.977
task,6,1.791759469228055,0.8450980400142568,4,21503,9.976,12.73,2.813,7,1.55,8.375
dreams,6,1.791759469228055,0.8450980400142568,6,23464,10.063,64.41,3.517,3,1.75,7.607
competition,6,1.791759469228055,0.8450980400142568,11,21416,9.972,20.9,3.028,0,3.0,7.182
project,6,1.791759469228055,0.8450980400142568,7,89569,11.403,37.39,3.281,1,2.45,7.714
songs,6,1.791759469228055,0.8450980400142568,5,33272,10.412,22.2,3.054,4,1.75,7.326
north,6,1.791759469228055,0.8450980400142568,5,77220,11.254,63.88,3.513,2,1.9,8.493
overall,6,1.791759469228055,0.8450980400142568,7,24845,10.12,3.22,2.217,0,2.25,5.993
including,6,1.791759469228055,0.8450980400142568,9,140551,11.853,27.55,3.148,0,2.85,7.238
style,6,1.791759469228055,0.8450980400142568,5,43235,10.674,30.08,3.186,2,1.8,7.793
awareness,6,1.791759469228055,0.8450980400142568,9,7758,8.956,2.25,2.064,0,2.95,5.245
loved,6,1.791759469228055,0.8450980400142568,5,18375,9.819,110.33,3.75,6,1.6,7.158
wind,6,1.791759469228055,0.8450980400142568,4,23685,10.073,59.37,3.481,12,1.25,8.451
festival,6,1.791759469228055,0.8450980400142568,8,9122,9.118,9.9,2.704,0,3.15,6.62
games,6,1.791759469228055,0.8450980400142568,5,126190,11.746,44.84,3.36,6,1.65,7.497
extended,6,1.791759469228055,0.8450980400142568,8,20378,9.922,4.18,2.33,1,2.5,7.094
definitely,6,1.791759469228055,0.8450980400142568,10,34229,10.441,75.45,3.585,0,3.45,7.086
page,6,1.791759469228055,0.8450980400142568,4,157108,11.965,37.49,3.282,11,1.35,8.399
plans,6,1.791759469228055,0.8450980400142568,5,31000,10.342,56.22,3.458,4,1.5,7.512
smiling,6,1.791759469228055,0.8450980400142568,7,4457,8.402,17.2,2.943,1,1.95,6.517
crowd,6,1.791759469228055,0.8450980400142568,5,12988,9.472,37.37,3.28,2,1.75,7.5
readers,6,1.791759469228055,0.8450980400142568,7,31684,10.364,3.35,2.236,2,1.85,7.551
current,6,1.791759469228055,0.8450980400142568,7,152300,11.934,17.04,2.939,1,2.4,6.96
seven,6,1.791759469228055,0.8450980400142568,5,22750,10.032,104.45,3.727,2,1.8,8.24
seriously,6,1.791759469228055,0.8450980400142568,9,29996,10.309,64.12,3.515,0,2.8,6.063
issue,6,1.791759469228055,0.8450980400142568,5,117620,11.675,34.14,3.241,0,2.05,7.895
tea,6,1.791759469228055,0.8450980400142568,3,8688,9.07,58.63,3.476,7,1.4,9.235
wants,6,1.791759469228055,0.8450980400142568,5,60875,11.017,306.96,4.195,3,1.75,7.764
judge,6,1.791759469228055,0.8450980400142568,5,28177,10.246,79.67,3.609,3,1.7,7.407
participants,6,1.791759469228055,0.8450980400142568,12,12724,9.451,0.73,1.58,0,3.85,6.874
thoughts,6,1.791759469228055,0.8450980400142568,8,28997,10.275,33.39,3.232,0,2.7,7.501
innovation,6,1.791759469228055,0.8450980400142568,10,3404,8.133,0.67,1.544,0,2.6,6.602
exists,6,1.791759469228055,0.8450980400142568,6,27339,10.216,11.27,2.76,0,2.15,7.151
taste,6,1.791759469228055,0.8450980400142568,5,19781,9.892,51.31,3.418,6,1.6,7.944
furniture,6,1.791759469228055,0.8450980400142568,9,4701,8.456,15.08,2.886,0,3.6,6.831
proved,6,1.791759469228055,0.8450980400142568,6,8746,9.076,10.76,2.74,3,1.75,7.022
introduction,6,1.791759469228055,0.8450980400142568,12,19554,9.881,4.27,2.34,0,3.45,7.262
final,6,1.791759469228055,0.8450980400142568,5,49025,10.8,49.67,3.404,0,1.9,7.623
gone,6,1.791759469228055,0.8450980400142568,4,51800,10.855,296.76,4.18,11,1.35,8.334
played,6,1.791759469228055,0.8450980400142568,6,66128,11.099,56.27,3.458,5,1.7,7.181
green,6,1.791759469228055,0.8450980400142568,5,90773,11.416,72.47,3.568,4,1.75,8.137
copy,6,1.791759469228055,0.8450980400142568,4,126341,11.747,52.27,3.426,4,1.7,7.62
perceived,6,1.791759469228055,0.8450980400142568,9,4894,8.496,1.47,1.881,1,2.65,6.564
flowers,6,1.791759469228055,0.8450980400142568,7,8110,9.001,47.59,3.385,2,1.8,7.14
objects,6,1.791759469228055,0.8450980400142568,7,27104,10.207,8.71,2.648,0,2.6,7.371
failed,6,1.791759469228055,0.8450980400142568,6,27279,10.214,28.76,3.167,8,1.5,6.862
inspired,6,1.791759469228055,0.8450980400142568,8,5866,8.677,7.65,2.592,1,2.55,6.392
six,6,1.791759469228055,0.8450980400142568,3,43679,10.685,199.53,4.008,11,1.45,8.933
opened,6,1.791759469228055,0.8450980400142568,6,24037,10.087,33.84,3.237,1,2.15,6.942
noisy,6,1.791759469228055,0.8450980400142568,5,2746,7.918,5.04,2.412,1,1.9,6.143
passion,6,1.791759469228055,0.8450980400142568,7,6347,8.756,19.76,3.004,0,2.15,7.353
choices,6,1.791759469228055,0.8450980400142568,7,13552,9.514,12.47,2.804,0,2.35,7.065
knows,6,1.791759469228055,0.8450980400142568,5,66802,11.109,244.94,4.097,4,1.75,8.005
agree,6,1.791759469228055,0.8450980400142568,5,103383,11.546,64.67,3.518,0,1.9,8.74
discount,5,1.6094379124341003,0.7781512503836436,8,12560,9.438,4.76,2.387,3,2.5,7.033
record,5,1.6094379124341003,0.7781512503836436,6,61996,11.035,85.59,3.64,1,1.9,7.644
unexpected,5,1.6094379124341003,0.7781512503836436,10,4257,8.356,8.78,2.652,0,3.35,6.513
exercise,5,1.6094379124341003,0.7781512503836436,8,19538,9.88,17.73,2.957,1,2.45,6.758
leaders,5,1.6094379124341003,0.7781512503836436,7,20453,9.926,8.88,2.657,2,1.85,6.881
aged,5,1.6094379124341003,0.7781512503836436,4,3437,8.142,3.59,2.265,3,1.65,7.757
organisms,5,1.6094379124341003,0.7781512503836436,9,2527,7.835,0.73,1.58,0,2.9,6.358
ride,5,1.6094379124341003,0.7781512503836436,4,23593,10.069,135.37,3.839,15,1.0,8.358
anyway,5,1.6094379124341003,0.7781512503836436,6,96987,11.482,238.51,4.085,0,2.65,7.383
provides,5,1.6094379124341003,0.7781512503836436,8,44337,10.7,2.69,2.14,2,2.2,6.827
flavor,5,1.6094379124341003,0.7781512503836436,6,5124,8.542,5.0,2.408,0,2.3,7.053
prevent,5,1.6094379124341003,0.7781512503836436,7,29122,10.279,13.06,2.824,1,1.9,7.547
